,ESR1,ESR2,NCOA1,NCOA3,FOS,JUN,SP1,CCND1,MYC,PGR,WNT1,WNT4,TNFSF11,ERBB2,FGF1,FGF2,FGF3,FGF4,FGF17,FGF6,FGF7,FGF8,FGF9,FGF10,FGF5,FGF18,FGF20,FGF22,FGF19,FGF21,FGF23,FGFR1,IGF1,IGF1R,EGF,EGFR,KIT,SHC1,SHC2,SHC3,SHC4,GRB2,SOS1,SOS2,HRAS,KRAS,NRAS,ARAF,BRAF,RAF1,MAP2K1,MAP2K2,MAPK1,MAPK3,PIK3CA,PIK3CD,PIK3CB,PIK3R1,PIK3R2,PIK3R3,PTEN,AKT1,AKT2,AKT3,RPS6KB1,RPS6KB2,JAG1,JAG2,DLL3,DLL1,DLL4,NOTCH1,NOTCH2,NOTCH3,NOTCH4,HES1,HES5,HEYL,HEY1,HEY2,FLT4,CDKN1A,NFKB2,WNT2,WNT2B,WNT3,WNT3A,WNT5A,WNT5B,WNT6,WNT7A,WNT7B,WNT8A,WNT8B,WNT9A,WNT9B,WNT10B,WNT10A,WNT11,WNT16,FZD1,FZD7,FZD2,FZD3,FZD4,FZD5,FZD8,FZD6,FZD10,FZD9,LRP5,LRP6,DVL3,DVL2,DVL1,FRAT1,FRAT2,GSK3B,AXIN1,AXIN2,APC,APC2,CTNNB1,CSNK1A1L,CSNK1A1,TCF7,TCF7L1,TCF7L2,LEF1,TP53,GADD45A,GADD45B,GADD45G,BAX,BAK1,DDB2,POLK,CDK4,CDK6,RB1,E2F1,E2F2,E2F3,BRCA1,BRCA2,SLC7A5,SLC3A2,ATP6V1A,ATP6V1B1,ATP6V1B2,ATP6V1C2,ATP6V1C1,ATP6V1D,ATP6V1E2,ATP6V1E1,ATP6V1F,ATP6V1G1,ATP6V1G3,ATP6V1G2,ATP6V1H,FLCN,FNIP1,RRAGA,RRAGB,RRAGC,RRAGD,SESN2,SEH1L,WDR24,WDR59,SEC13,DEPDC5,SKP2,RNF152,AKT1S1,TELO2,CLIP1,GRB10,LPIN1,LPIN3,LPIN2,ULK1,ULK2,EIF4EBP1,EIF4E,EIF4E2,EIF4B,RPS6,STK11,CAB39,CAB39L,PRKAA1,PRKAA2,TSC1,TSC2,TBC1D7,RHEB,DDIT4,TNF,TNFRSF1A,IKBKB,INS,INSR,RPS6KA3,RPS6KA2,RPS6KA6,RPS6KA1,PDPK1,CHUK,MAPKAP1,RICTOR,PRR5,RHOA,PRKCA,PRKCG,MFNG,LFNG,RFNG,RBPJL,RBPJ,PTCRA,NUMB,NUMBL,DTX2,DTX3L,DTX1,DTX3,DTX4,ADAM17,PSEN1,PSEN2,PSENEN,NCSTN,APH1A,APH1B,MAML3,MAML2,MAML1,CREBBP,EP300,SNW1,CTBP1,CTBP2,TLE1,TLE2,TLE3,TLE4,TLE6,NCOR2,HDAC1,HDAC2,ATXN1,ATM,CHEK2,ATR,CHEK1,CDKN2A,MDM2,MDM4,CCND2,CCND3,CCNE1,CCNE2,CDK2,SFN,RPRM,CCNB1,CCNB2,GTSE1,FAS,TNFRSF10A,TNFRSF10B,CASP8,BID,PMAIP1,BBC3,SIVA1,BCL2L1,BCL2,TP53I3,EI24,PERP,ZMAT3,SIAH1,CYCS,APAF1,CASP9,CASP3,AIFM2,IGFBP3,SERPINE1,CD82,THBS1,SERPINB5,RRM2B,RRM2,SESN1,SESN3,STEAP3,COP1,RCHY1,CCNG1,CCNG2,PPM1D,TP73,PORCN,CER1,NOTUM,WIF1,SERPINF1,SOST,DKK1,DKK2,DKK4,SFRP1,SFRP2,FRZB,SFRP4,SFRP5,RSPO1,RSPO2,RSPO3,LGR4,LGR5,LGR6,RNF43,ZNRF3,BAMBI,CSNK1E,CSNK2A1,CSNK2A2,CSNK2B,NKD1,NKD2,CXXC4,SENP2,CTNNBIP1,CBY1,CHD8,SOX17,CTNND2,RUVBL1,SMAD4,SMAD3,MAP3K7,NLK,FOSL1,PPARD,MMP7,PRKACA,PRKACB,PRKACG,CACYBP,TBL1X,TBL1Y,TBL1XR1,BTRC,FBXW11,CUL1,RBX1,GPC4,ROR1,ROR2,RYK,VANGL1,PRICKLE1,PRICKLE2,INVS,DAAM1,DAAM2,ROCK2,RAC1,RAC2,RAC3,MAPK8,MAPK10,MAPK9,PLCB1,PLCB2,PLCB3,PLCB4,CAMK2A,CAMK2D,CAMK2B,CAMK2G,PPP3CA,PPP3CB,PPP3CC,PPP3R1,PPP3R2,NFATC1,NFATC2,NFATC3,NFATC4
TCGA-24-1850-01,1.50558333333333,1.4619,1.16833333333333,-0.945333333333333,-0.13775,0.815666666666667,0.8975,-2.52891666666667,-2.9699375,-2.7845,-0.2128,2.788375,4.903,1.198,1.54435,-3.42675,0.532,-0.6475,0.14,-0.1485,0.785375,-0.3015,2.2865,-0.0065,-2.63585714285714,6.23445454545455,0.887,0.549,-2.85025,0.317,-1.53675,0.958136363636363,4.2778125,-1.8201875,-2.08825,-1.235,-0.344333333333333,-0.736875,-0.8397,-1.66783333333333,-2.20175,-0.22165,0.31875,0.610333333333333,-0.092,1.05633333333333,-0.623625,-1.56525,0.83,0.791,-0.470625,-0.592166666666667,-0.614125,-0.7655,0.10025,-0.811928571428571,-0.69175,2.0965,1.165,0.5785,0.370142857142857,-1.11825,0.832642857142857,-1.67466666666667,-1.5705,-1.8695,1.09283333333333,-0.688,1.674375,1.737625,0.19775,-1.95683333333333,-0.5275,2.977,0.671125,0.6039,0.46275,2.60016666666667,-2.30183333333333,1.7546,0.0625,0.150142857142857,-0.884,4.30125,-0.779,-0.0885,1.3497,-1.2463,-0.35125,-0.193142857142857,5.312,-0.3799,-0.13325,0.2965,-0.44775,0.379,-2.5335,1.315,0.1412,0.298166666666667,1.5038,1.1345,1.481,2.4051,-1.32916666666667,0.309863636363636,1.462,1.0245,1.601,-1.62666666666667,-1.2925,1.3288,-0.924916666666667,0.0785,-1.40366666666667,-0.674,0.534,-0.850833333333333,-1.2485,1.1971,-0.104625,-0.3549,-0.1289375,0.283333333333333,0.0949,-3.5015,2.3995,1.01242857142857,-1.2206,-2.20716666666667,-1.55183333333333,-0.025,1.9422,0.0899166666666667,1.094,-2.6235,-1.2915,0.8778,-2.9375,-0.9775,0.5165,-1.119,-0.0803,-1.19916666666667,-0.61675,-2.5085,-2.0121,0.293166666666667,1.7301,-0.341333333333333,2.12025,0.5571,0.04525,1.32666666666667,-0.865625,0.6595,0.50225,0.293,-1.99175,0.844333333333333,1.2165,0.51725,0.914,2.8245,1.105,2.58033333333333,-1.636,1.1072,-0.82,-0.2045,-0.2292,0.685833333333333,-1.377,3.798,-0.605,-1.134,-0.558125,-0.7115,-0.175,0.64375,2.1407,-0.929583333333333,0.955,-0.36375,-0.0697727272727273,-0.12025,-0.4564375,0.629875,-0.296875,0.0125,1.1246,-0.615,-0.813,-0.0475,-0.33225,-1.17175,0.6402,-0.2537,2.80142857142857,0.34225,0.0879285714285714,0.019,0.303375,-1.443125,0.200214285714286,-0.353,0.395,-0.406428571428571,-0.17525,-1.11825,-0.6812,1.4001,0.2055,-0.4923,1.15,-1.10375,0.35925,-0.719125,0.375,-0.663,0.527,0.1455,-0.735666666666667,-0.146,0.1255,-0.677375,-0.0749166666666667,0.526,2.03175,0.041,0.650666666666667,2.21033333333333,0.741,2.11625,0.151666666666667,0.479875,-0.74725,-0.2224,0.26325,-0.254357142857143,-0.00975,-0.229,0.798,0.42825,-0.296,-0.518277777777778,-0.1755,-1.34975,-0.301,-0.640666666666667,1.1125,-0.13375,-1.17908333333333,0.17325,-0.623,-1.6,1.48816666666667,0.641583333333333,-0.313,-3.26764285714286,-1.55842857142857,1.489875,-1.96045454545455,-1.867625,-1.98316666666667,2.281,-1.364,-0.918111111111111,-1.1615,0.7045,-1.49625,-0.597125,-0.4152,0.056125,-1.91875,-0.305421052631579,1.4451,0.082,1.127625,2.333375,-0.008,1.2293,1.068,-0.13775,-1.14591666666667,-0.763,-0.1085,0.652333333333333,-0.781375,-0.993214285714286,-1.4048,0.42,1.345875,-0.11875,0.3455,-1.538125,0.02975,1.07625,-0.83175,0.4035,0.668666666666667,-0.563666666666667,1.353,-1.228,-0.1775,-0.8115,0.39475,-2.5085,1.17275,0.0141666666666667,1.146,-6.88633333333333,2.8695,-1.3925,-2.224875,0.827583333333333,2.229375,5.862,0.8175,0.562166666666667,-1.221,7.08133333333333,0.905,2.63416666666667,3.194875,0.4337,0.6216,-1.219,-1.12333333333333,0.954166666666667,-0.652,-1.1432,-2.812,0.9005,-0.2505,0.720375,0.5865,0.889333333333333,-0.4398,5.055375,0.549125,-1.04808333333333,0.16225,-1.1757,0.5355,0.0225,-2.7935,0.42375,7.314,-0.187,-1.01371428571429,0.0945,-0.44225,-0.877166666666667,-0.571,1.29736666666667,-0.2,0.0251666666666667,-0.435125,-0.6675,1.77366666666667,-1.566375,0.87125,0.955166666666667,-0.3210625,0.87525,-0.27825,0.384833333333333,0.2455,-0.2055,0.1415,-0.70725,-1.5536,-1.195,-0.148,1.356,-0.37175,0.779833333333333,-0.9781,-1.41475,1.722875,0.141333333333333,-0.163714285714286,0.30025,-0.855166666666667,0.0395,0.692666666666667,-0.41725,1.55275,0.6135,-0.7015,-0.4085,-1.30291666666667,-0.1635
TCGA-30-1862-01,3.56608333333333,0.3763,1.0605,-0.713666666666667,2.0055,3.056,0.0305,-0.309333333333333,-0.7385625,-2.87416666666667,-0.4051,1.50725,-0.756,0.558875,2.586,-3.185,0.06025,-0.7065,0.15575,-0.2395,2.849625,-0.049,2.8095,1.02875,-2.350375,3.79736363636364,1.0275,0.186,-3.55025,-0.04575,-2.936,-0.271545454545454,4.6415,-0.822125,-2.933875,-0.689,-3.32533333333333,-0.40375,-1.1591,-1.373,-2.752875,-0.02015,0.086,0.570833333333333,-0.668,0.0524166666666666,-0.32975,-0.92025,0.271,-0.437,-0.4485,0.0718333333333333,-1.3405,-0.276,0.21325,0.4015,0.063,1.15014285714286,1.110625,-0.1125,0.746857142857143,-0.768125,-0.515785714285714,-0.774166666666667,-0.888583333333334,-0.5195,-0.320666666666667,-0.09625,-1.961375,0.803,0.923,-1.65933333333333,0.51925,1.239,0.957875,-0.6978,1.57675,3.22333333333333,-3.63033333333333,0.6932,-0.193333333333333,-0.471428571428571,-0.5655,3.335375,0.681833333333333,-2.074,-0.0481,-2.3443,-1.68875,0.678785714285714,4.2705,0.9603,-0.11625,-0.0235,0.32375,-0.21525,-2.571625,3.689875,2.624,0.3255,0.7683,-0.169833333333333,-1.00983333333333,0.5241,-0.57275,-1.04013636363636,-1.3259,0.3135,2.70783333333333,-2.46316666666667,0.301333333333333,1.3177,-0.104083333333333,0.527,-0.161833333333333,0.0676666666666667,0.2935,-0.162,-0.576875,1.8612,-0.55425,-0.5495,-0.8303125,0.7805,-0.3355,-2.5865,0.6205,1.34021428571429,-1.5118,-1.9105,-0.841833333333333,0.95375,0.2449,0.664666666666667,0.413333333333333,-1.92425,0.0763,-0.3782,-1.4122,-0.5959,-2.13775,-1.243,-0.8354,-2.30775,-0.7925,-2.102375,-2.2146,0.422166666666667,2.2625,-1.04483333333333,0.14025,0.2411,-0.58775,0.107333333333333,-0.821,0.313,0.9525,-0.08325,-1.98825,0.266,-1.0265,0.028,0.65875,0.936333333333333,0.414,-0.325166666666667,-1.19833333333333,-0.3607,0.6835,-0.221625,-1.2929,-0.253833333333333,-2.95325,4.01275,-0.043,-0.9835,0.203125,-1.56525,-0.04525,0.6485,0.694,-1.105,-0.11175,-0.3475,-0.888863636363637,-0.438,-0.19175,1.82625,-0.393875,-0.0475,1.6905,-0.9065,-1.5855,-0.119333333333333,0.27775,-1.258,0.4886,-0.7231,1.629,0.555833333333333,-0.0417142857142857,-0.234,0.3910625,-1.545375,1.41614285714286,0.2665,0.231,-0.159214285714286,-0.48375,-0.46625,-0.5891,1.5672,-0.194166666666667,-1.4074,-0.36,-1.359375,-0.0525,0.213125,-0.397,-0.5955,-0.482,-0.16,0.2955,0.574,0.9535,-0.062,-0.304916666666667,1.758875,0.83,-0.241583333333333,0.263833333333333,-0.0225,1.0315,0.784125,1.40416666666667,0.78975,1.2505,-0.3446,0.173583333333333,0.928357142857143,-0.710375,-0.356083333333333,0.6247,1.43825,-0.852,-0.530388888888889,-1.2335,0.527,-0.0878333333333333,0.212,0.04925,-0.1565,-0.775083333333333,-2.39275,-0.3495,-2.400375,2.78475,0.104916666666667,0.64525,-2.51235714285714,-0.928071428571429,-0.323875,-3.13936363636364,-3.311375,-1.17316666666667,-1.57783333333333,-2.47925,-2.60955555555556,-2.48366666666667,1.026625,-1.025,-1.542,-1.4643,0.1075,-3.898625,0.234263157894737,0.2376,0.6603,-0.036375,1.592125,0.1385,1.3121,0.8735,1.0485,-1.19791666666667,-1.9505,-0.545875,0.131666666666667,-0.661375,-2.1265,-0.4907,1.54075,2.154,-2.87166666666667,0.375833333333333,-3.38075,0.034375,1.38875,0.25675,0.397833333333333,1.1775,-0.846833333333333,0.2405,-1.17166666666667,-0.26425,-0.694,0.103,-2.84066666666667,0.870875,0.639333333333333,0.2945,-7.04916666666667,2.34366666666667,-1.1845,-2.323125,1.399,5.016375,5.21316666666667,1.39916666666667,4.03533333333333,-2.3755,5.0435,1.10425,-2.39433333333333,5.343875,-0.1618,0.6361,-4.3865,-0.9895,0.902333333333333,0.101,-0.4328,-1.501,0.446,-1.496,-0.27125,0.701833333333333,-0.4735,-0.1817,4.978875,-5.85525,-0.990166666666667,-0.154625,-1.6128,0.9215,-0.73225,-2.3634,0.504,6.251,0.581375,-1.31942857142857,-0.25625,-0.557,-0.188833333333333,0.26775,0.829466666666667,0.0326666666666667,-0.162833333333333,-0.052125,-0.35725,0.547333333333333,0.796,0.302625,0.431333333333333,0.7655625,2.17875,0.136,-0.856333333333334,1.5331,-0.88225,0.202166666666667,-0.35425,-1.543,-1.0825,-0.305,0.224,-0.77925,1.65983333333333,1.8139,-0.823,-1.24825,-0.224,-0.795928571428571,-0.67375,-0.241,0.8096,0.458166666666667,-1.479,0.7955,0.118666666666667,-0.4891,0.8335,-0.90125,-0.18
TCGA-24-1928-01,2.66891666666667,1.624,1.4815,0.477833333333333,2.699875,2.24216666666667,1.077,-2.1695,-0.855875,-3.51933333333333,-0.3254,2.07625,1.78075,1.099,0.8545,-1.98625,-0.135,-0.383125,-1.307,-0.3755,0.844125,0.0195,-0.12075,0.663,-2.262,4.29236363636364,0.505,-1.3195,-2.4695,0.08625,-1.8485,-0.504545454545454,3.4299375,-1.372,-3.348625,-1.6489,-0.6435,-0.436125,-0.9468,-1.86616666666667,-2.70925,0.0433,-0.1945,0.915,0.0513333333333333,0.547,-0.21975,0.272,0.46125,1.03,-0.416375,-0.832166666666667,0.51375,-0.772833333333333,0.88825,0.5395,0.67525,0.376857142857143,-0.218625,-0.0747,0.729357142857143,-0.442625,-0.0227857142857143,-1.1825,-0.904666666666667,-0.0135,-0.4085,-0.444,-1.101,0.181375,1.3495,-1.05116666666667,-0.049,0.849166666666667,1.5695,-0.6217,1.1445,2.6065,-3.761,3.0165,0.1775,-0.631071428571429,-0.69225,4.08075,-0.107833333333333,-1.26783333333333,1.1561,-1.2739,-0.11625,1.7665,3.68883333333333,0.7832,-0.59975,0.462,0.472,0.219,-2.5345,4.28725,2.8702,4.265,1.7187,0.2705,-0.129833333333333,1.551,-0.910166666666667,-0.627954545454545,-1.3883,0.65625,2.57833333333333,-0.8295,-0.3795,1.255,0.702166666666667,-0.983833333333333,-0.577,0.517166666666667,0.317,0.2975,-0.42425,1.4791,-0.213625,-0.2806,0.2450625,0.279333333333333,0.08695,-2.66225,-0.02375,1.12078571428571,-1.4894,-1.63166666666667,-1.24016666666667,1.12425,1.1112,-0.126916666666667,0.746,-1.5295,-0.245,-0.203,-2.6686,-0.1606,-0.07425,-0.419375,0.183,-1.66408333333333,-0.8195,-1.7669375,-1.3779,0.733833333333333,2.6843,-0.338666666666667,3.6815,0.2962,0.16075,-0.8235,0.369125,0.56775,0.377,1.75175,-1.5195,-0.0366666666666667,-0.355,0.06375,1.1165,1.0615,0.75025,-0.0241666666666667,0.031,-1.5022,-0.46825,-0.37125,-0.0281,1.42916666666667,-2.21125,3.1525,0.34875,-0.679,0.744625,-0.74525,-0.56,0.757,-0.3055,-0.141,1.18875,-1.29425,-0.375909090909091,0.411,-0.2148125,0.587125,-0.67975,0.553333333333333,1.3863,-0.81925,-1.87233333333333,0.0801666666666667,0.6005,-1.12575,0.3847,-1.3546,1.34471428571429,0.538833333333333,-0.788357142857143,-0.15,1.1945625,-1.54125,1.31235714285714,0.8,-0.27075,0.0515714285714286,-0.169,-0.0078749999999999,-0.5079,0.502,-0.195,-1.8054,0.9205,-0.564375,1.837875,-0.533,0.898,-0.5885,-0.5745,-0.10025,0.5355,0.522,1.8035,-0.191375,-0.252416666666667,2.0615,1.33075,0.47325,0.15875,1.043,-0.074,2.150375,0.709,0.11275,0.42375,0.5631,0.452083333333333,1.03135714285714,-0.145875,0.39125,0.5454,1.13225,2.5255,-0.407277777777778,0.5359,0.7855,0.203,0.665166666666667,0.098125,0.11125,-1.31358333333333,0.37925,0.770583333333334,-1.700875,1.13525,-0.606916666666667,-0.4015,-2.71485714285714,-0.359285714285714,2.219375,-1.97509090909091,-1.43575,-2.11083333333333,-2.6975,-1.34275,-0.940888888888889,-1.2805,0.86775,-0.80775,-1.733875,0.1904,-0.08825,-3.0805,-0.458631578947368,-0.2502,0.2495,-1.83675,1.0795,-0.269,-0.0598,1.129,0.13475,-0.330083333333333,0.8415,0.145625,-0.523833333333333,-1.24325,-2.05192857142857,-1.7934,0.27475,0.883625,-2.64775,-0.0323333333333333,-1.195,-0.19425,0.3125,-0.950875,0.598833333333333,2.02583333333333,-1.12116666666667,0.429,-1.24616666666667,-0.402,1.0835,0.27725,-2.6745,1.077125,0.637166666666667,1.9105,-6.92033333333333,3.24783333333333,-0.902,-4.761125,1.85616666666667,3.06275,4.02733333333333,0.0605,4.24116666666667,-3.354875,6.43466666666667,0.301625,1.63933333333333,4.155875,-0.2936,0.9309,-4.215375,-0.643916666666667,-0.2385,-0.0985,-0.1317,-1.49816666666667,0.1007,-2.8285,1.136,0.437333333333333,0.733166666666667,-0.2196,3.246375,-2.18475,0.0705833333333333,0.190125,-1.3224,0.2965,-0.62525,-2.5723,0.103375,6.963,0.167,-0.3495,0.488,-0.608666666666667,-1.353,-1.0745,1.88723333333333,0.123666666666667,-0.2415,0.040625,-0.23125,1.133,-0.59325,0.670875,1.11833333333333,0.38175,2.2855,-0.7355,-0.157833333333333,0.2554,0.259,0.0615,0.337,-1.0195,-1.002,-0.3665,1.905,-0.1585,-1.32016666666667,-0.1126,-0.37675,-1.298375,-0.812166666666667,-1.052,-0.8035,-0.0201666666666667,1.0185,0.525166666666667,-1.04575,0.848875,0.634333333333333,-0.6474,0.075,-0.839333333333333,0.688
TCGA-25-1326-01,0.63475,0.523,1.0025,-0.674583333333333,2.62925,1.248,1.201,-1.99625,-1.359,-2.6195,0.195,1.71525,-0.407,1.5815,1.702,-2.7505,-0.1365,0.091625,0.05975,0.213,2.386375,0.078,-1.61125,0.6785,-1.48957142857143,3.68209090909091,0.599,-0.709,-2.03125,0.29575,-1.1535,-0.414136363636364,3.179125,-1.476875,-1.53,-0.5205,-1.67266666666667,-0.134375,-1.2927,-1.82016666666667,-2.4785,-0.3507,1.025,1.02,-1.63366666666667,0.49975,-0.19425,-0.264,0.96225,-0.0565,0.104375,-0.567166666666667,0.164125,-0.8055,1.04325,-0.554571428571428,0.868,0.0729285714285714,-0.1645,1.4713,0.966428571428572,-0.07575,-0.578142857142857,-0.757833333333333,-1.22375,-0.71475,0.586833333333333,-0.779,-0.533,0.690125,0.445,-0.877333333333333,0.46275,0.605333333333333,0.86175,-1.2939,0.8445,2.4515,-3.3365,3.057,-0.1365,-0.481571428571428,-0.203,3.715875,1.26066666666667,-0.531833333333333,0.2263,-1.2575,-0.67525,0.441214285714286,2.6785,0.0836,-0.1195,0.041,-0.343,0.135125,-2.2325,3.225,0.5862,0.251333333333333,1.3782,0.608833333333333,-1.44583333333333,1.3819,0.1455,0.307590909090909,-1.0328,0.781375,-0.0555,-1.29016666666667,-0.712166666666667,0.4178,0.365083333333333,-0.6395,-0.443333333333333,0.579833333333333,0.3725,-0.01,-1.1195,-0.1822,-0.454,-0.7197,0.382375,0.028,-0.2115,-3.776875,-1.349875,1.02692857142857,-2.6864,-0.6305,-0.197333333333333,1.0775,0.8693,-0.239416666666667,1.82483333333333,-1.935,-0.3323,0.0658,-3.1469,-0.6815,-0.4715,-0.49225,0.3065,-3.208,-1.3065,-2.58475,-1.8339,0.742,2.4733,-0.109666666666667,1.266,0.784,0.32375,0.200166666666667,-0.098,0.9405,0.40625,-0.30725,-0.86125,0.688166666666667,-0.822833333333333,-0.47425,0.248,1.04,0.9465,0.895833333333333,-0.0925,-0.0216,-0.5185,-0.86625,-0.1295,0.9245,-1.8815,3.1535,-1.2045,-1.44875,0.0745,-0.59325,-0.698375,0.07325,0.8723,-1.07766666666667,0.6975,-1.66,-0.404727272727273,0.15925,0.2028125,-0.298875,-0.2475,0.7925,0.5634,-0.25825,-0.504,-0.473166666666667,-0.0785,-1.0645,0.3683,-1.8304,2.49992857142857,1.08441666666667,-0.342785714285714,0.05575,0.954625,-0.278,0.104714285714286,-0.4785,-0.08175,0.0679285714285714,0.365,-0.767375,-0.584,0.7846,0.328,-0.2105,0.442,-0.56025,0.32825,-0.74475,0.3365,-1.36683333333333,0.186,0.7195,-0.23,-0.458,2.221,-0.686625,-0.576,0.484625,1.526125,1.21516666666667,-0.140833333333333,1.22,0.8305,1.645625,0.4625,0.27675,0.9255,-0.79,-0.445166666666667,0.888428571428572,0.10825,-0.3965,0.9871,1.14,0.333,-0.144388888888889,-0.1549,-0.056,-0.567166666666667,0.354333333333333,-0.931125,-0.1265,-1.04975,0.43375,0.267333333333333,-1.21225,-0.608916666666667,-0.503583333333333,-0.4485,-2.49521428571429,0.256,0.3675,-1.03636363636364,-0.673,-1.58516666666667,-2.37433333333333,-1.94225,-1.32788888888889,-2.39466666666667,0.8555,-0.839,-1.33525,-1.4077,0.5515,-2.396875,-0.657947368421053,0.4194,-0.0826,-1.838875,0.485,0.4385,-0.0894,0.989,0.59425,-0.711083333333333,-2.2075,-0.099875,-0.371333333333333,0.178625,-2.455,-1.3626,0.842,1.703875,-2.14345454545455,0.4915,-1.181375,-0.08025,0.24275,-1.2685,0.784333333333333,0.0368333333333333,-1.1575,0.3445,-1.27966666666667,-0.09125,-0.2445,-0.0395,-2.18166666666667,0.366125,0.8885,2.963,-6.66466666666667,1.00133333333333,-0.818,-1.62475,0.179833333333333,3.1195,5.959,0.203333333333333,2.33666666666667,-0.244125,3.855,0.91925,3.62916666666667,2.62,-0.5296,-0.0196,-4.097375,-1.28833333333333,0.536,-0.84,-0.7519,-2.29116666666667,-0.2009,-3.1065,1.396375,0.884166666666667,1.17433333333333,-0.917,3.5535,-3.813625,-0.290833333333333,1.061625,-0.8199,-0.491,0.05875,-2.5048,0.096625,4.87125,-0.383375,-0.631642857142857,0.2045,-1.70716666666667,-0.218166666666667,-0.1755,2.2483,0.206833333333333,0.103,0.1375,-0.02425,2.38766666666667,-0.521625,0.696125,0.875166666666667,-0.247875,0.61175,0.0615,0.564,0.7209,1.08925,-0.206166666666667,-0.566125,-1.5754,-0.9835,0.0655,1.624,-0.38825,-1.8655,0.1177,-1.327,-1.789125,-0.131333333333333,-0.878571428571429,0.08975,0.1855,-0.3159,0.6805,-0.7755,1.327375,0.129333333333333,-0.8961,0.2355,-0.647416666666667,0.1005
